year,planning_area_hse,hdb_1_and_2_room_flats_hse,hdb_3_room_flats_hse,hdb_4_room_flats_hse,hdb_5_room_and_executive_flats_hse,condominiums_and_other_apartments_hse,landed_properties_hse,others_hse,total_hdb_hse,hdb_1_and_2_room_flats_pop,hdb_3_room_flats_pop,hdb_4_room_flats_pop,hdb_5_room_and_executive_flats_pop,condominiums_and_other_apartments_pop,landed_properties_pop,others_pop,total_hdb_pop,total_pop
2013,Pasir Ris,430.0,60.0,11930.4,17889.6,6673.6,1739.6,60.0,30310.0,736.0,312.0,41592.0,66314.0,20384.0,7412.0,728.0,108958.0,137478.0
2014,Pasir Ris,565.0,80.0,12065.2,18044.8,7186.8,1669.8,80.0,30755.0,968.0,416.0,41436.0,65822.0,21902.0,7446.0,694.0,108644.0,138684.0
2015,Pasir Ris,700.0,100.0,12200.0,18200.0,7700.0,1600.0,100.0,31200.0,1200.0,520.0,41280.0,65330.0,23420.0,7480.0,660.0,108330.0,139890.0
2016,Pasir Ris,706.8,151.2,12121.8,17996.0,8722.8,1661.0,80.0,30976.0,1244.0,594.0,40784.0,64566.0,26092.0,7406.0,650.0,107188.0,141334.0
2017,Pasir Ris,713.6,202.4,12043.6,17792.0,9745.6,1722.0,60.0,30752.0,1288.0,668.0,40288.0,63802.0,28764.0,7332.0,640.0,106046.0,142778.0
2018,Pasir Ris,720.4,253.60000000000002,11965.4,17588.0,10768.4,1783.0,40.0,30528.0,1332.0,742.0,39792.0,63038.0,31436.0,7258.0,630.0,104904.0,144222.0
2019,Pasir Ris,727.2,304.8,11887.2,17384.0,11791.2,1844.0,20.0,30304.0,1376.0,816.0,39296.0,62274.0,34108.0,7184.0,620.0,103762.0,145666.0
2020,Pasir Ris,734.0,356.0,11809.0,17180.0,12814.0,1905.0,0.0,30080.0,1420.0,890.0,38800.0,61510.0,36780.0,7110.0,610.0,102620.0,147110.0
2010,Novena,746.0,3167.0,2163.0,1523.0,5343.0,2099.0,166.0,7599.0,1980.0,8690.0,7140.0,5380.0,14560.0,7340.0,1550.0,23190.0,46640.0
2011,Novena,776.8,3093.6,2170.4,1438.4,5654.4,2039.2,152.8,7479.2,2028.0,8530.0,7052.0,5322.0,15178.0,7336.0,1464.0,22930.0,46910.0
2012,Novena,807.6,3020.2,2177.8,1353.8,5965.8,1979.4,139.6,7359.4,2076.0,8370.0,6964.0,5264.0,15796.0,7332.0,1378.0,22670.0,47180.0
2013,Novena,838.4,2946.8,2185.2,1269.2,6277.2,1919.6,126.4,7239.6,2124.0,8210.0,6876.0,5206.0,16414.0,7328.0,1292.0,22410.0,47450.0
2014,Novena,869.2,2873.4,2192.6,1184.6,6588.6,1859.8,113.2,7119.8,2172.0,8050.0,6788.0,5148.0,17032.0,7324.0,1206.0,22150.0,47720.0
2015,Novena,900.0,2800.0,2200.0,1100.0,6900.0,1800.0,100.0,7000.0,2220.0,7890.0,6700.0,5090.0,17650.0,7320.0,1120.0,21890.0,47990.0
2016,Novena,873.6,2908.4,2324.4,1167.6,7048.2,1878.6,95.2,7274.0,2102.0,7844.0,6948.0,4980.0,17922.0,7408.0,1054.0,21868.0,48258.0
2017,Novena,847.2,3016.8,2448.8,1235.2,7196.4,1957.2,90.4,7548.0,1984.0,7798.0,7196.0,4870.0,18194.0,7496.0,988.0,21846.0,48526.0
2018,Novena,820.8,3125.2,2573.2,1302.8,7344.6,2035.8,85.6,7822.0,1866.0,7752.0,7444.0,4760.0,18466.0,7584.0,922.0,21824.0,48794.0
2019,Novena,794.4,3233.6,2697.6,1370.4,7492.8,2114.4,80.8,8096.0,1748.0,7706.0,7692.0,4650.0,18738.0,7672.0,856.0,21802.0,49062.0
2020,Novena,768.0,3342.0,2822.0,1438.0,7641.0,2193.0,76.0,8370.0,1630.0,7660.0,7940.0,4540.0,19010.0,7760.0,790.0,21780.0,49330.0
2010,Marine Parade,1402.0,3136.0,1796.0,1813.0,4698.0,2444.0,209.0,8147.0,3460.0,7680.0,5840.0,6020.0,13990.0,9690.0,640.0,23000.0,47320.0
2011,Marine Parade,1401.6,3068.8,1776.8,1710.4,4938.4,2355.2,187.2,7977.6,3516.0,7526.0,5744.0,5954.0,14592.0,9650.0,622.0,22738.0,47602.0
2012,Marine Parade,1401.2,3001.6,1757.6,1607.8,5178.8,2266.4,165.4,7808.2,3572.0,7372.0,5648.0,5888.0,15194.0,9610.0,604.0,22476.0,47884.0
2013,Marine Parade,1400.8,2934.4,1738.4,1505.2,5419.2,2177.6,143.6,7638.8,3628.0,7218.0,5552.0,5822.0,15796.0,9570.0,586.0,22214.0,48166.0
2014,Marine Parade,1400.4,2867.2,1719.2,1402.6,5659.6,2088.8,121.8,7469.4,3684.0,7064.0,5456.0,5756.0,16398.0,9530.0,568.0,21952.0,48448.0
2015,Marine Parade,1400.0,2800.0,1700.0,1300.0,5900.0,2000.0,100.0,7300.0,3740.0,6910.0,5360.0,5690.0,17000.0,9490.0,550.0,21690.0,48730.0
2016,Marine Parade,1397.4,2829.2,1725.2,1406.6,5986.8,2120.6,107.8,7438.6,3646.0,6756.0,5234.0,5618.0,17014.0,9442.0,526.0,21246.0,48228.0
2017,Marine Parade,1394.8,2858.4,1750.4,1513.2,6073.6,2241.2,115.6,7577.2,3552.0,6602.0,5108.0,5546.0,17028.0,9394.0,502.0,20802.0,47726.0
2018,Marine Parade,1392.2,2887.6,1775.6,1619.8,6160.4,2361.8,123.4,7715.8,3458.0,6448.0,4982.0,5474.0,17042.0,9346.0,478.0,20358.0,47224.0
2019,Marine Parade,1389.6,2916.8,1800.8,1726.4,6247.2,2482.4,131.2,7854.4,3364.0,6294.0,4856.0,5402.0,17056.0,9298.0,454.0,19914.0,46722.0
2020,Marine Parade,1387.0,2946.0,1826.0,1833.0,6334.0,2603.0,139.0,7993.0,3270.0,6140.0,4730.0,5330.0,17070.0,9250.0,430.0,19470.0,46220.0
2010,Bedok,4233.0,23792.0,21673.0,14003.0,15148.0,11765.0,611.0,63701.0,9240.0,66970.0,76230.0,51120.0,41910.0,45920.0,3140.0,203560.0,294520.0
2011,Bedok,4186.4,23393.6,21538.4,13922.4,15978.4,11872.0,548.8,63040.8,9320.0,65988.0,75458.0,50694.0,43266.0,45768.0,3080.0,201460.0,293566.0
2012,Bedok,4139.8,22995.2,21403.8,13841.8,16808.8,11979.0,486.6,62380.6,9400.0,65006.0,74686.0,50268.0,44622.0,45616.0,3020.0,199360.0,292612.0
2013,Bedok,4093.2,22596.8,21269.2,13761.2,17639.2,12086.0,424.4,61720.4,9480.0,64024.0,73914.0,49842.0,45978.0,45464.0,2960.0,197260.0,291658.0
2014,Bedok,4046.6,22198.4,21134.6,13680.6,18469.6,12193.0,362.2,61060.2,9560.0,63042.0,73142.0,49416.0,47334.0,45312.0,2900.0,195160.0,290704.0
2015,Bedok,4000.0,21800.0,21000.0,13600.0,19300.0,12300.0,300.0,60400.0,9640.0,62060.0,72370.0,48990.0,48690.0,45160.0,2840.0,193060.0,289750.0
2016,Bedok,4278.2,22020.6,21209.0,13725.2,19624.4,12149.0,343.8,61233.0,9638.0,60590.0,71158.0,48186.0,49922.0,44902.0,2802.0,189572.0,287198.0
2017,Bedok,4556.4,22241.2,21418.0,13850.4,19948.8,11998.0,387.6,62066.0,9636.0,59120.0,69946.0,47382.0,51154.0,44644.0,2764.0,186084.0,284646.0
2018,Bedok,4834.6,22461.8,21627.0,13975.6,20273.2,11847.0,431.4,62899.0,9634.0,57650.0,68734.0,46578.0,52386.0,44386.0,2726.0,182596.0,282094.0
2019,Bedok,5112.8,22682.4,21836.0,14100.8,20597.6,11696.0,475.2,63732.0,9632.0,56180.0,67522.0,45774.0,53618.0,44128.0,2688.0,179108.0,279542.0
2020,Bedok,5391.0,22903.0,22045.0,14226.0,20922.0,11545.0,519.0,64565.0,9630.0,54710.0,66310.0,44970.0,54850.0,43870.0,2650.0,175620.0,276990.0
2010,Outram,3391.0,2301.0,550.0,73.0,986.0,0.0,67.0,6334.0,6250.0,6350.0,3510.0,1230.0,1820.0,10.0,600.0,17430.0,19860.0
2011,Outram,3212.8,2360.8,780.0,238.4,948.8,0.0,53.6,6587.2,6296.0,6200.0,3878.0,1438.0,1820.0,8.0,594.0,17882.0,20304.0
2012,Outram,3034.6,2420.6,1010.0,403.8,911.6,0.0,40.2,6840.4,6342.0,6050.0,4246.0,1646.0,1820.0,6.0,588.0,18334.0,20748.0
2013,Outram,2856.4,2480.4,1240.0,569.2,874.4,0.0,26.799999999999997,7093.6,6388.0,5900.0,4614.0,1854.0,1820.0,4.0,582.0,18786.0,21192.0
2014,Outram,2678.2,2540.2,1470.0,734.6,837.2,0.0,13.399999999999999,7346.8,6434.0,5750.0,4982.0,2062.0,1820.0,2.0,576.0,19238.0,21636.0
2015,Outram,2500.0,2600.0,1700.0,900.0,800.0,0.0,0.0,7600.0,6480.0,5600.0,5350.0,2270.0,1820.0,0.0,570.0,19690.0,22080.0
2016,Outram,2577.8,2551.2,1707.0,845.0,724.0,0.0,5.4,7601.0,6242.0,5464.0,5232.0,2226.0,1624.0,2.0,550.0,19156.0,21332.0
2017,Outram,2655.6,2502.4,1714.0,790.0,648.0,0.0,10.8,7602.0,6004.0,5328.0,5114.0,2182.0,1428.0,4.0,530.0,18622.0,20584.0
2018,Outram,2733.4,2453.6,1721.0,735.0,572.0,0.0,16.200000000000003,7603.0,5766.0,5192.0,4996.0,2138.0,1232.0,6.0,510.0,18088.0,19836.0
2019,Outram,2811.2,2404.8,1728.0,680.0,496.0,0.0,21.6,7604.0,5528.0,5056.0,4878.0,2094.0,1036.0,8.0,490.0,17554.0,19088.0
2020,Outram,2889.0,2356.0,1735.0,625.0,420.0,0.0,27.0,7605.0,5290.0,4920.0,4760.0,2050.0,840.0,10.0,470.0,17020.0,18340.0
2010,Yishun,263.0,13846.0,25550.0,10596.0,1963.0,1221.0,137.0,50255.0,690.0,39380.0,92830.0,41190.0,5360.0,4970.0,800.0,174080.0,185210.0
2011,Yishun,650.4,13816.8,26400.0,10856.8,2330.4,1256.8,149.6,51704.0,1378.0,39496.0,94070.0,41684.0,6082.0,5034.0,830.0,176618.0,188562.0
2012,Yishun,1037.8,13787.6,27250.0,11117.6,2697.8,1292.6,162.2,53153.0,2066.0,39612.0,95310.0,42178.0,6804.0,5098.0,860.0,179156.0,191914.0
2013,Yishun,1425.1999999999998,13758.4,28100.0,11378.4,3065.2,1328.4,174.8,54602.0,2754.0,39728.0,96550.0,42672.0,7526.0,5162.0,890.0,181694.0,195266.0
2014,Yishun,1812.6,13729.2,28950.0,11639.2,3432.6,1364.2,187.4,56051.0,3442.0,39844.0,97790.0,43166.0,8248.0,5226.0,920.0,184232.0,198618.0
2015,Yishun,2200.0,13700.0,29800.0,11900.0,3800.0,1400.0,200.0,57500.0,4130.0,39960.0,99030.0,43660.0,8970.0,5290.0,950.0,186770.0,201970.0
2016,Yishun,2583.8,14266.2,30256.6,12328.0,4420.4,1419.2,206.4,59354.6,5086.0,40008.0,99172.0,44218.0,11110.0,5374.0,948.0,188476.0,205898.0
2017,Yishun,2967.6,14832.4,30713.2,12756.0,5040.8,1438.4,212.8,61209.2,6042.0,40056.0,99314.0,44776.0,13250.0,5458.0,946.0,190182.0,209826.0
2018,Yishun,3351.4,15398.6,31169.8,13184.0,5661.2,1457.6,219.2,63063.8,6998.0,40104.0,99456.0,45334.0,15390.0,5542.0,944.0,191888.0,213754.0
2019,Yishun,3735.2,15964.8,31626.4,13612.0,6281.6,1476.8,225.6,64918.4,7954.0,40152.0,99598.0,45892.0,17530.0,5626.0,942.0,193594.0,217682.0
2020,Yishun,4119.0,16531.0,32083.0,14040.0,6902.0,1496.0,232.0,66773.0,8910.0,40200.0,99740.0,46450.0,19670.0,5710.0,940.0,195300.0,221610.0
2010,Woodlands,1485.0,5918.0,29621.0,27756.0,3281.0,141.0,77.0,64780.0,3160.0,17590.0,106950.0,107070.0,8960.0,540.0,840.0,234770.0,245110.0
2011,Woodlands,1828.0,6114.4,29676.8,27604.8,3304.8,132.8,61.6,65224.0,3944.0,17880.0,106936.0,106770.0,9182.0,556.0,878.0,235530.0,246146.0
2012,Woodlands,2171.0,6310.8,29732.6,27453.6,3328.6,124.6,46.2,65668.0,4728.0,18170.0,106922.0,106470.0,9404.0,572.0,916.0,236290.0,247182.0
2013,Woodlands,2514.0,6507.2,29788.4,27302.4,3352.4,116.4,30.799999999999997,66112.0,5512.0,18460.0,106908.0,106170.0,9626.0,588.0,954.0,237050.0,248218.0
2014,Woodlands,2857.0,6703.6,29844.2,27151.2,3376.2,108.2,15.399999999999999,66556.0,6296.0,18750.0,106894.0,105870.0,9848.0,604.0,992.0,237810.0,249254.0
2015,Woodlands,3200.0,6900.0,29900.0,27000.0,3400.0,100.0,0.0,67000.0,7080.0,19040.0,106880.0,105570.0,10070.0,620.0,1030.0,238570.0,250290.0
2016,Woodlands,3619.8,6993.4,30315.6,27264.2,3838.4,122.8,13.6,68193.0,7806.0,19170.0,106296.0,104778.0,11536.0,636.0,1036.0,238050.0,251258.0
2017,Woodlands,4039.6,7086.8,30731.2,27528.4,4276.8,145.6,27.2,69386.0,8532.0,19300.0,105712.0,103986.0,13002.0,652.0,1042.0,237530.0,252226.0
2018,Woodlands,4459.4,7180.2,31146.8,27792.6,4715.2,168.4,40.8,70579.0,9258.0,19430.0,105128.0,103194.0,14468.0,668.0,1048.0,237010.0,253194.0
2019,Woodlands,4879.2,7273.6,31562.4,28056.8,5153.6,191.2,54.4,71772.0,9984.0,19560.0,104544.0,102402.0,15934.0,684.0,1054.0,236490.0,254162.0
2020,Woodlands,5299.0,7367.0,31978.0,28321.0,5592.0,214.0,68.0,72965.0,10710.0,19690.0,103960.0,101610.0,17400.0,700.0,1060.0,235970.0,255130.0
2010,Toa Payoh,5204.0,16377.0,9931.0,6598.0,1608.0,1756.0,285.0,39327.0,10850.0,41980.0,31900.0,23270.0,5190.0,5800.0,1870.0,111800.0,124650.0
2011,Toa Payoh,5143.2,16141.6,9944.8,6638.4,1906.4,1764.8,328.0,39001.6,10984.0,41244.0,31774.0,23618.0,5820.0,5814.0,1834.0,111248.0,124708.0
2012,Toa Payoh,5082.4,15906.2,9958.6,6678.8,2204.8,1773.6,371.0,38676.2,11118.0,40508.0,31648.0,23966.0,6450.0,5828.0,1798.0,110696.0,124766.0
2013,Toa Payoh,5021.6,15670.8,9972.4,6719.2,2503.2,1782.4,414.0,38350.8,11252.0,39772.0,31522.0,24314.0,7080.0,5842.0,1762.0,110144.0,124824.0
2014,Toa Payoh,4960.8,15435.4,9986.2,6759.6,2801.6,1791.2,457.0,38025.4,11386.0,39036.0,31396.0,24662.0,7710.0,5856.0,1726.0,109592.0,124882.0
2015,Toa Payoh,4900.0,15200.0,10000.0,6800.0,3100.0,1800.0,500.0,37700.0,11520.0,38300.0,31270.0,25010.0,8340.0,5870.0,1690.0,109040.0,124940.0
2016,Toa Payoh,4878.6,15363.8,10273.6,6858.4,3568.0,1794.2,479.4,38014.4,11136.0,37638.0,31424.0,24728.0,9588.0,5828.0,1626.0,107278.0,124322.0
2017,Toa Payoh,4857.2,15527.6,10547.2,6916.8,4036.0,1788.4,458.8,38328.8,10752.0,36976.0,31578.0,24446.0,10836.0,5786.0,1562.0,105516.0,123704.0
2018,Toa Payoh,4835.8,15691.4,10820.8,6975.2,4504.0,1782.6,438.2,38643.2,10368.0,36314.0,31732.0,24164.0,12084.0,5744.0,1498.0,103754.0,123086.0
2019,Toa Payoh,4814.4,15855.2,11094.4,7033.6,4972.0,1776.8,417.6,38957.6,9984.0,35652.0,31886.0,23882.0,13332.0,5702.0,1434.0,101992.0,122468.0
2020,Toa Payoh,4793.0,16019.0,11368.0,7092.0,5440.0,1771.0,397.0,39272.0,9600.0,34990.0,32040.0,23600.0,14580.0,5660.0,1370.0,100230.0,121850.0
2010,Tanglin,0.0,24.0,62.0,71.0,4498.0,840.0,92.0,157.0,0.0,40.0,250.0,280.0,12020.0,4340.0,360.0,580.0,17290.0
2011,Tanglin,0.0,19.2,49.6,76.8,4838.4,792.0,73.6,165.6,0.0,40.0,242.0,278.0,12420.0,4304.0,348.0,568.0,17632.0
2012,Tanglin,0.0,14.4,37.2,82.6,5178.8,744.0,55.2,174.2,0.0,40.0,234.0,276.0,12820.0,4268.0,336.0,556.0,17974.0
2013,Tanglin,0.0,9.600000000000001,24.799999999999997,88.4,5519.2,696.0,36.800000000000004,182.8,0.0,40.0,226.0,274.0,13220.0,4232.0,324.0,544.0,18316.0
2014,Tanglin,0.0,4.800000000000001,12.399999999999999,94.2,5859.6,648.0,18.400000000000006,191.4,0.0,40.0,218.0,272.0,13620.0,4196.0,312.0,532.0,18658.0
2015,Tanglin,0.0,0.0,0.0,100.0,6200.0,600.0,0.0,200.0,0.0,40.0,210.0,270.0,14020.0,4160.0,300.0,520.0,19000.0
2016,Tanglin,0.0,4.2,15.8,97.2,6258.6,726.8,5.0,197.4,0.0,38.0,206.0,266.0,14574.0,4198.0,278.0,510.0,19562.0
2017,Tanglin,0.0,8.4,31.6,94.4,6317.2,853.6,10.0,194.8,0.0,36.0,202.0,262.0,15128.0,4236.0,256.0,500.0,20124.0
2018,Tanglin,0.0,12.600000000000001,47.400000000000006,91.6,6375.8,980.4,15.0,192.2,0.0,34.0,198.0,258.0,15682.0,4274.0,234.0,490.0,20686.0
2019,Tanglin,0.0,16.8,63.2,88.8,6434.4,1107.2,20.0,189.6,0.0,32.0,194.0,254.0,16236.0,4312.0,212.0,480.0,21248.0
2020,Tanglin,0.0,21.0,79.0,86.0,6493.0,1234.0,25.0,187.0,0.0,30.0,190.0,250.0,16790.0,4350.0,190.0,470.0,21810.0
2010,Tampines,426.0,12921.0,29194.0,22957.0,6697.0,1216.0,180.0,65498.0,1020.0,36370.0,107810.0,90800.0,19730.0,4690.0,1330.0,236000.0,261740.0
2011,Tampines,840.8,13056.8,29235.2,23105.6,7157.6,1232.8,184.0,66258.4,1780.0,36154.0,106916.0,90320.0,20492.0,4678.0,1308.0,235170.0,261638.0
2012,Tampines,1255.6,13192.6,29276.4,23254.2,7618.2,1249.6,188.0,67018.8,2540.0,35938.0,106022.0,89840.0,21254.0,4666.0,1286.0,234340.0,261536.0
2013,Tampines,1670.4,13328.4,29317.6,23402.8,8078.8,1266.4,192.0,67779.2,3300.0,35722.0,105128.0,89360.0,22016.0,4654.0,1264.0,233510.0,261434.0
2014,Tampines,2085.2,13464.2,29358.8,23551.4,8539.4,1283.2,196.0,68539.6,4060.0,35506.0,104234.0,88880.0,22778.0,4642.0,1242.0,232680.0,261332.0
2015,Tampines,2500.0,13600.0,29400.0,23700.0,9000.0,1300.0,200.0,69300.0,4820.0,35290.0,103340.0,88400.0,23540.0,4630.0,1220.0,231850.0,261230.0
2016,Tampines,2643.0,13742.6,29756.4,23787.2,9108.6,1282.2,176.2,70009.2,5264.0,35100.0,102628.0,87764.0,24386.0,4600.0,1230.0,230754.0,260964.0
2017,Tampines,2786.0,13885.2,30112.8,23874.4,9217.2,1264.4,152.4,70718.4,5708.0,34910.0,101916.0,87128.0,25232.0,4570.0,1240.0,229658.0,260698.0
2018,Tampines,2929.0,14027.8,30469.2,23961.6,9325.8,1246.6,128.6,71427.6,6152.0,34720.0,101204.0,86492.0,26078.0,4540.0,1250.0,228562.0,260432.0
2019,Tampines,3072.0,14170.4,30825.6,24048.8,9434.4,1228.8,104.8,72136.8,6596.0,34530.0,100492.0,85856.0,26924.0,4510.0,1260.0,227466.0,260166.0
2020,Tampines,3215.0,14313.0,31182.0,24136.0,9543.0,1211.0,81.0,72846.0,7040.0,34340.0,99780.0,85220.0,27770.0,4480.0,1270.0,226370.0,259900.0
2010,Serangoon,176.0,4662.0,10974.0,6502.0,4290.0,9111.0,130.0,22455.0,340.0,12410.0,38110.0,24270.0,12860.0,34600.0,1240.0,76080.0,124780.0
2011,Serangoon,200.8,4669.6,10899.2,6541.6,4492.0,9488.8,164.0,22444.0,484.0,12156.0,37552.0,23994.0,13008.0,34786.0,1218.0,74948.0,123958.0
2012,Serangoon,225.6,4677.2,10824.4,6581.2,4694.0,9866.6,198.0,22433.0,628.0,11902.0,36994.0,23718.0,13156.0,34972.0,1196.0,73816.0,123136.0
2013,Serangoon,250.4,4684.8,10749.6,6620.8,4896.0,10244.4,232.0,22422.0,772.0,11648.0,36436.0,23442.0,13304.0,35158.0,1174.0,72684.0,122314.0
2014,Serangoon,275.2,4692.4,10674.8,6660.4,5098.0,10622.2,266.0,22411.0,916.0,11394.0,35878.0,23166.0,13452.0,35344.0,1152.0,71552.0,121492.0
2015,Serangoon,300.0,4700.0,10600.0,6700.0,5300.0,11000.0,300.0,22400.0,1060.0,11140.0,35320.0,22890.0,13600.0,35530.0,1130.0,70420.0,120670.0
2016,Serangoon,372.8,4635.2,10582.8,6666.2,5475.6,10749.0,255.6,22337.0,1152.0,10882.0,34558.0,22514.0,14142.0,35576.0,1090.0,69114.0,119916.0
2017,Serangoon,445.6,4570.4,10565.6,6632.4,5651.2,10498.0,211.2,22274.0,1244.0,10624.0,33796.0,22138.0,14684.0,35622.0,1050.0,67808.0,119162.0
2018,Serangoon,518.4,4505.6,10548.4,6598.6,5826.8,10247.0,166.8,22211.0,1336.0,10366.0,33034.0,21762.0,15226.0,35668.0,1010.0,66502.0,118408.0
2019,Serangoon,591.2,4440.8,10531.2,6564.8,6002.4,9996.0,122.4,22148.0,1428.0,10108.0,32272.0,21386.0,15768.0,35714.0,970.0,65196.0,117654.0
2020,Serangoon,664.0,4376.0,10514.0,6531.0,6178.0,9745.0,78.0,22085.0,1520.0,9850.0,31510.0,21010.0,16310.0,35760.0,930.0,63890.0,116900.0
2010,Sengkang,69.0,244.0,19796.0,25156.0,2106.0,416.0,0.0,45265.0,310.0,1190.0,67330.0,88020.0,8120.0,1580.0,490.0,156860.0,167050.0
2011,Sengkang,415.2,635.2,21436.8,25624.8,2584.8,432.8,0.0,48112.0,1334.0,2416.0,71632.0,88754.0,8764.0,1578.0,490.0,164144.0,174976.0
2012,Sengkang,761.4,1026.4,23077.6,26093.6,3063.6,449.6,0.0,50959.0,2358.0,3642.0,75934.0,89488.0,9408.0,1576.0,490.0,171428.0,182902.0
2013,Sengkang,1107.6,1417.6,24718.4,26562.4,3542.4,466.4,0.0,53806.0,3382.0,4868.0,80236.0,90222.0,10052.0,1574.0,490.0,178712.0,190828.0
2014,Sengkang,1453.8,1808.8,26359.2,27031.2,4021.2,483.2,0.0,56653.0,4406.0,6094.0,84538.0,90956.0,10696.0,1572.0,490.0,185996.0,198754.0
2015,Sengkang,1800.0,2200.0,28000.0,27500.0,4500.0,500.0,0.0,59500.0,5430.0,7320.0,88840.0,91690.0,11340.0,1570.0,490.0,193280.0,206680.0
2016,Sengkang,2230.0,2568.6,28701.4,27736.0,5764.6,474.4,0.0,61236.0,5974.0,8074.0,91032.0,92598.0,15428.0,1562.0,550.0,197680.0,215218.0
2017,Sengkang,2660.0,2937.2,29402.8,27972.0,7029.2,448.8,0.0,62972.0,6518.0,8828.0,93224.0,93506.0,19516.0,1554.0,610.0,202080.0,223756.0
2018,Sengkang,3090.0,3305.8,30104.2,28208.0,8293.8,423.2,0.0,64708.0,7062.0,9582.0,95416.0,94414.0,23604.0,1546.0,670.0,206480.0,232294.0
2019,Sengkang,3520.0,3674.4,30805.6,28444.0,9558.4,397.6,0.0,66444.0,7606.0,10336.0,97608.0,95322.0,27692.0,1538.0,730.0,210880.0,240832.0
2020,Sengkang,3950.0,4043.0,31507.0,28680.0,10823.0,372.0,0.0,68180.0,8150.0,11090.0,99800.0,96230.0,31780.0,1530.0,790.0,215280.0,249370.0
2010,Sembawang,0.0,0.0,8046.0,11248.0,579.0,702.0,37.0,19295.0,470.0,0.0,27900.0,39310.0,1440.0,3160.0,460.0,67680.0,72730.0
2011,Sembawang,100.0,60.0,8296.8,11178.4,663.2,781.6,29.6,19656.0,728.0,186.0,28150.0,39082.0,1586.0,3282.0,484.0,68146.0,73490.0
2012,Sembawang,200.0,120.0,8547.6,11108.8,747.4,861.2,22.2,20017.0,986.0,372.0,28400.0,38854.0,1732.0,3404.0,508.0,68612.0,74250.0
2013,Sembawang,300.0,180.0,8798.4,11039.2,831.6,940.8,14.799999999999999,20378.0,1244.0,558.0,28650.0,38626.0,1878.0,3526.0,532.0,69078.0,75010.0
2014,Sembawang,400.0,240.0,9049.2,10969.6,915.8,1020.4,7.399999999999999,20739.0,1502.0,744.0,28900.0,38398.0,2024.0,3648.0,556.0,69544.0,75770.0
2015,Sembawang,500.0,300.0,9300.0,10900.0,1000.0,1100.0,0.0,21100.0,1760.0,930.0,29150.0,38170.0,2170.0,3770.0,580.0,70010.0,76530.0
2016,Sembawang,1103.2,541.4,9821.6,11050.6,1501.8,1068.6,2.6,22596.8,2776.0,1642.0,30692.0,38314.0,3908.0,3792.0,628.0,73424.0,81752.0
2017,Sembawang,1706.4,782.8,10343.2,11201.2,2003.6,1037.2,5.2,24093.6,3792.0,2354.0,32234.0,38458.0,5646.0,3814.0,676.0,76838.0,86974.0
2018,Sembawang,2309.6000000000004,1024.2,10864.8,11351.8,2505.4,1005.8,7.800000000000001,25590.4,4808.0,3066.0,33776.0,38602.0,7384.0,3836.0,724.0,80252.0,92196.0
2019,Sembawang,2912.8,1265.6,11386.4,11502.4,3007.2,974.4,10.4,27087.2,5824.0,3778.0,35318.0,38746.0,9122.0,3858.0,772.0,83666.0,97418.0
2020,Sembawang,3516.0,1507.0,11908.0,11653.0,3509.0,943.0,13.0,28584.0,6840.0,4490.0,36860.0,38890.0,10860.0,3880.0,820.0,87080.0,102640.0
2010,Kallang,6430.0,10700.0,7512.0,4050.0,5527.0,708.0,547.0,28692.0,12170.0,29950.0,24540.0,14310.0,15020.0,1640.0,1930.0,80960.0,99560.0
2011,Kallang,6284.0,10540.0,7609.6,4140.0,5981.6,606.4,517.6,28573.6,12268.0,29510.0,24698.0,14566.0,15364.0,1612.0,1874.0,81034.0,99890.0
2012,Kallang,6138.0,10380.0,7707.2,4230.0,6436.2,504.8,488.2,28455.2,12366.0,29070.0,24856.0,14822.0,15708.0,1584.0,1818.0,81108.0,100220.0
2013,Kallang,5992.0,10220.0,7804.8,4320.0,6890.8,403.20000000000005,458.8,28336.8,12464.0,28630.0,25014.0,15078.0,16052.0,1556.0,1762.0,81182.0,100550.0
2014,Kallang,5846.0,10060.0,7902.4,4410.0,7345.4,301.6,429.4,28218.4,12562.0,28190.0,25172.0,15334.0,16396.0,1528.0,1706.0,81256.0,100880.0
2015,Kallang,5700.0,9900.0,8000.0,4500.0,7800.0,200.0,400.0,28100.0,12660.0,27750.0,25330.0,15590.0,16740.0,1500.0,1650.0,81330.0,101210.0
2016,Kallang,5941.4,10108.0,8334.8,4547.2,7781.8,261.8,391.4,28931.4,12402.0,27286.0,25842.0,15370.0,17210.0,1476.0,1648.0,80900.0,101226.0
2017,Kallang,6182.8,10316.0,8669.6,4594.4,7763.6,323.6,382.8,29762.8,12144.0,26822.0,26354.0,15150.0,17680.0,1452.0,1646.0,80470.0,101242.0
2018,Kallang,6424.2,10524.0,9004.4,4641.6,7745.4,385.4,374.2,30594.2,11886.0,26358.0,26866.0,14930.0,18150.0,1428.0,1644.0,80040.0,101258.0
2019,Kallang,6665.6,10732.0,9339.2,4688.8,7727.2,447.2,365.6,31425.6,11628.0,25894.0,27378.0,14710.0,18620.0,1404.0,1642.0,79610.0,101274.0
2020,Kallang,6907.0,10940.0,9674.0,4736.0,7709.0,509.0,357.0,32257.0,11370.0,25430.0,27890.0,14490.0,19090.0,1380.0,1640.0,79180.0,101290.0
